,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09
12,1.0,1.0,2.0,2.0,3.0,8.0,8.0,14.0,14.0,14.0,14.0,14.0,14.0,39.0,69.0,76.0,110.0,136.0,154.0,154.0,174.0,180.0,185.0,210.0,218.0,257.0,276.0,276.0,323.0,323.0
13,4.0,4.0,14.0,14.0,16.0,29.0,29.0,59.0,60.0,97.0,97.0,97.0,97.0,166.0,216.0,249.0,278.0,317.0,340.0,361.0,371.0,422.0,452.0,477.0,484.0,516.0,541.0,516.0,556.0,580.0
14,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,98.0,109.0,112.0,113.0,124.0,130.0,148.0,154.0,167.0,178.0,189.0,189.0,190.0,233.0,233.0,273.0,274.0
15,3.0,4.0,8.0,8.0,19.0,21.0,21.0,21.0,34.0,39.0,39.0,57.0,57.0,62.0,97.0,98.0,117.0,125.0,125.0,160.0,160.0,208.0,225.0,226.0,229.0,229.0,238.0,238.0,280.0,280.0
16,26.0,30.0,32.0,32.0,37.0,50.0,50.0,71.0,110.0,118.0,118.0,165.0,165.0,212.0,236.0,279.0,331.0,342.0,365.0,390.0,427.0,435.0,484.0,485.0,521.0,521.0,541.0,541.0,579.0,579.0
17,3.0,3.0,1.0,1.0,4.0,4.0,4.0,13.0,19.0,20.0,20.0,28.0,28.0,60.0,71.0,81.0,104.0,122.0,124.0,147.0,168.0,168.0,220.0,220.0,265.0,274.0,274.0,274.0,285.0,285.0
18,2.0,6.0,8.0,8.0,29.0,29.0,29.0,135.0,154.0,182.0,182.0,222.0,222.0,278.0,278.0,302.0,350.0,404.0,421.0,453.0,453.0,478.0,508.0,530.0,543.0,550.0,579.0,579.0,600.0,607.0
19,7.0,12.0,16.0,16.0,29.0,29.0,29.0,63.0,75.0,96.0,96.0,104.0,104.0,172.0,189.0,206.0,229.0,246.0,246.0,246.0,305.0,335.0,373.0,373.0,482.0,505.0,512.0,512.0,603.0,603.0
20,4.0,4.0,8.0,8.0,14.0,14.0,14.0,29.0,34.0,42.0,42.0,42.0,42.0,74.0,85.0,99.0,110.0,119.0,119.0,119.0,159.0,169.0,177.0,177.0,204.0,205.0,211.0,211.0,241.0,241.0
21,1.0,2.0,7.0,7.0,20.0,20.0,20.0,34.0,43.0,52.0,52.0,52.0,52.0,81.0,89.0,109.0,124.0,132.0,137.0,144.0,162.0,183.0,210.0,229.0,267.0,267.0,278.0,278.0,294.0,294.0
22,1.0,11.0,11.0,11.0,11.0,11.0,11.0,25.0,41.0,57.0,57.0,57.0,57.0,101.0,136.0,147.0,162.0,186.0,201.0,216.0,251.0,285.0,311.0,333.0,360.0,367.0,376.0,376.0,400.0,404.0
23,11.0,11.0,24.0,24.0,38.0,38.0,38.0,112.0,126.0,175.0,175.0,236.0,236.0,275.0,352.0,450.0,543.0,544.0,657.0,671.0,698.0,746.0,813.0,934.0,949.0,1032.0,1043.0,1043.0,1094.0,1103.0
24,24.0,24.0,28.0,28.0,30.0,31.0,31.0,31.0,33.0,36.0,36.0,36.0,36.0,53.0,58.0,67.0,74.0,92.0,112.0,112.0,135.0,140.0,170.0,177.0,199.0,232.0,244.0,244.0,248.0,248.0
25,9.0,12.0,22.0,22.0,27.0,27.0,27.0,71.0,73.0,80.0,80.0,80.0,80.0,135.0,145.0,158.0,166.0,183.0,183.0,213.0,226.0,229.0,240.0,256.0,273.0,282.0,302.0,302.0,338.0,339.0
26,1.0,2.0,4.0,4.0,6.0,10.0,10.0,17.0,20.0,26.0,26.0,30.0,30.0,40.0,45.0,58.0,68.0,76.0,76.0,86.0,99.0,108.0,120.0,125.0,135.0,140.0,142.0,138.0,155.0,160.0
27,12.0,13.0,16.0,16.0,22.0,28.0,28.0,45.0,55.0,71.0,71.0,82.0,82.0,120.0,135.0,175.0,197.0,245.0,276.0,316.0,316.0,318.0,320.0,323.0,567.0,605.0,634.0,634.0,661.0,662.0
28,4.0,5.0,13.0,13.0,20.0,31.0,31.0,46.0,85.0,91.0,91.0,113.0,113.0,140.0,171.0,224.0,236.0,256.0,256.0,273.0,298.0,321.0,368.0,400.0,417.0,418.0,420.0,420.0,444.0,445.0
29,0.0,3.0,4.0,4.0,4.0,5.0,5.0,7.0,11.0,14.0,14.0,16.0,16.0,19.0,20.0,22.0,25.0,29.0,34.0,40.0,46.0,51.0,54.0,59.0,69.0,71.0,71.0,71.0,84.0,84.0
30,4.0,4.0,12.0,12.0,19.0,34.0,34.0,53.0,64.0,81.0,81.0,100.0,100.0,156.0,180.0,194.0,222.0,240.0,252.0,277.0,286.0,304.0,322.0,335.0,342.0,359.0,368.0,368.0,388.0,388.0
31,6.0,6.0,8.0,8.0,8.0,12.0,12.0,55.0,88.0,110.0,110.0,110.0,110.0,176.0,255.0,281.0,304.0,318.0,320.0,321.0,340.0,361.0,377.0,387.0,394.0,394.0,400.0,400.0,436.0,436.0
32,6.0,6.0,23.0,23.0,23.0,23.0,23.0,49.0,79.0,117.0,117.0,117.0,117.0,172.0,190.0,243.0,285.0,292.0,285.0,285.0,392.0,459.0,537.0,600.0,600.0,620.0,750.0,750.0,801.0,824.0
33,1.0,5.0,11.0,11.0,19.0,31.0,31.0,33.0,43.0,94.0,94.0,95.0,95.0,117.0,167.0,200.0,235.0,249.0,249.0,260.0,325.0,356.0,482.0,586.0,623.0,645.0,646.0,645.0,742.0,743.0
34,14.0,18.0,28.0,28.0,38.0,38.0,38.0,127.0,144.0,215.0,215.0,240.0,240.0,317.0,357.0,396.0,405.0,477.0,502.0,564.0,590.0,635.0,654.0,703.0,703.0,711.0,716.0,716.0,729.0,729.0
35,1.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,8.0,8.0,9.0,29.0,60.0,87.0,98.0,108.0,109.0,152.0,154.0,175.0,233.0,257.0,277.0,302.0,302.0,325.0,328.0
36,1.0,1.0,17.0,17.0,21.0,21.0,21.0,47.0,61.0,98.0,98.0,111.0,111.0,148.0,175.0,206.0,253.0,287.0,287.0,316.0,343.0,357.0,422.0,450.0,502.0,507.0,538.0,538.0,563.0,568.0
37,1.0,2.0,3.0,3.0,6.0,6.0,6.0,27.0,28.0,39.0,39.0,69.0,69.0,81.0,123.0,127.0,137.0,170.0,170.0,187.0,187.0,215.0,250.0,284.0,284.0,307.0,319.0,319.0,332.0,335.0
38,3.0,3.0,6.0,6.0,12.0,16.0,16.0,28.0,41.0,67.0,67.0,83.0,83.0,123.0,161.0,184.0,235.0,290.0,299.0,311.0,341.0,390.0,452.0,478.0,482.0,514.0,541.0,541.0,547.0,547.0
39,19.0,24.0,40.0,40.0,60.0,60.0,60.0,196.0,196.0,308.0,308.0,350.0,350.0,451.0,504.0,561.0,635.0,685.0,685.0,705.0,784.0,828.0,860.0,901.0,926.0,944.0,944.0,944.0,1010.0,1010.0
40,5.0,5.0,9.0,9.0,23.0,61.0,61.0,85.0,93.0,112.0,112.0,133.0,133.0,161.0,324.0,377.0,525.0,556.0,630.0,636.0,655.0,720.0,764.0,819.0,819.0,908.0,939.0,939.0,984.0,988.0
41,0.0,0.0,0.0,0.0,3.0,5.0,5.0,7.0,10.0,13.0,13.0,15.0,15.0,32.0,40.0,74.0,85.0,111.0,137.0,142.0,167.0,181.0,192.0,197.0,238.0,272.0,285.0,285.0,306.0,306.0
42,6.0,6.0,5.0,5.0,7.0,13.0,13.0,19.0,21.0,35.0,35.0,40.0,40.0,58.0,72.0,81.0,89.0,103.0,103.0,112.0,118.0,118.0,128.0,138.0,164.0,173.0,182.0,182.0,184.0,184.0
43,0.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,13.0,13.0,15.0,15.0,40.0,48.0,51.0,61.0,61.0,83.0,91.0,98.0,101.0,119.0,137.0,162.0,170.0,175.0,175.0,185.0,185.0
44,15.0,19.0,21.0,21.0,21.0,33.0,33.0,51.0,60.0,70.0,70.0,70.0,70.0,151.0,184.0,219.0,232.0,336.0,346.0,346.0,349.0,418.0,451.0,479.0,548.0,566.0,566.0,566.0,615.0,615.0
45,1.0,2.0,2.0,2.0,2.0,2.0,10.0,15.0,17.0,18.0,18.0,21.0,28.0,47.0,56.0,79.0,79.0,94.0,105.0,113.0,120.0,126.0,150.0,154.0,164.0,173.0,174.0,174.0,197.0,211.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,17.0,27.0,36.0,37.0,53.0,72.0,79.0,95.0,103.0,122.0,137.0,155.0,192.0,205.0,233.0,256.0,271.0,313.0,329.0,372.0
47,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,7.0,7.0,7.0,9.0,9.0,9.0,18.0,18.0,22.0,26.0,34.0,34.0,34.0,41.0,41.0,41.0
48,3.0,3.0,3.0,7.0,7.0,7.0,7.0,15.0,17.0,18.0,18.0,18.0,27.0,31.0,36.0,44.0,47.0,56.0,56.0,56.0,74.0,84.0,101.0,121.0,142.0,142.0,142.0,184.0,205.0,205.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,10.0,15.0,18.0,18.0,19.0,24.0,24.0,30.0,34.0,41.0,48.0,56.0,58.0,64.0,67.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,28.0,38.0,45.0,47.0,55.0,85.0,100.0,120.0,120.0,149.0,161.0,162.0,216.0,230.0,250.0,266.0,270.0,273.0,285.0,315.0
51,0.0,0.0,0.0,6.0,6.0,6.0,6.0,19.0,20.0,20.0,22.0,26.0,28.0,28.0,31.0,32.0,36.0,42.0,46.0,46.0,48.0,48.0,60.0,63.0,66.0,68.0,71.0,76.0,80.0,80.0
52,1.0,1.0,1.0,3.0,3.0,3.0,3.0,22.0,26.0,31.0,40.0,49.0,50.0,57.0,65.0,77.0,90.0,103.0,111.0,123.0,129.0,134.0,167.0,187.0,210.0,233.0,249.0,255.0,274.0,289.0
53,1.0,4.0,4.0,6.0,6.0,6.0,9.0,22.0,26.0,37.0,37.0,46.0,59.0,69.0,72.0,90.0,109.0,116.0,139.0,152.0,165.0,168.0,176.0,194.0,218.0,231.0,240.0,240.0,251.0,274.0
54,17.0,27.0,27.0,27.0,27.0,27.0,27.0,41.0,41.0,54.0,54.0,54.0,59.0,77.0,96.0,126.0,135.0,135.0,136.0,162.0,171.0,192.0,208.0,219.0,219.0,217.0,249.0,259.0,278.0,289.0
55,1.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,9.0,9.0,14.0,14.0,21.0,22.0,26.0,33.0,42.0,54.0,63.0,69.0,72.0,94.0,110.0,114.0,122.0,125.0,126.0,128.0,141.0,148.0
56,0.0,1.0,1.0,6.0,6.0,6.0,10.0,11.0,21.0,31.0,40.0,49.0,54.0,64.0,75.0,99.0,126.0,135.0,142.0,160.0,170.0,180.0,208.0,229.0,241.0,263.0,266.0,276.0,305.0,314.0
57,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,10.0,22.0,22.0,22.0,22.0,22.0,28.0,37.0,55.0,55.0,55.0,55.0,70.0,75.0,82.0,87.0,88.0,88.0,104.0,108.0,116.0,121.0
58,0.0,0.0,0.0,4.0,4.0,4.0,9.0,10.0,15.0,38.0,40.0,40.0,41.0,49.0,77.0,105.0,144.0,144.0,144.0,144.0,182.0,182.0,217.0,240.0,248.0,248.0,275.0,282.0,310.0,320.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,7.0,7.0,9.0,19.0,21.0,36.0,45.0,46.0,49.0,55.0,55.0,63.0,73.0,86.0,93.0,96.0,96.0,104.0,113.0
60,4.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,9.0,13.0,20.0,26.0,26.0,35.0,43.0,46.0,80.0,91.0,96.0,105.0,108.0,108.0,129.0,152.0,178.0,183.0,192.0,192.0,204.0,215.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,8.0,8.0,8.0,20.0,43.0,47.0,59.0,65.0,67.0,79.0,84.0,94.0,110.0,129.0,140.0,152.0,152.0,152.0,166.0,180.0
62,8.0,8.0,8.0,20.0,20.0,20.0,21.0,29.0,31.0,40.0,47.0,68.0,73.0,75.0,80.0,103.0,120.0,141.0,141.0,162.0,162.0,162.0,215.0,243.0,261.0,267.0,285.0,288.0,288.0,318.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,3.0,3.0,0.0,0.0,10.0,13.0,14.0,14.0,16.0,22.0,22.0,22.0,23.0,23.0,23.0,29.0,30.0,30.0,30.0,36.0
64,0.0,0.0,0.0,3.0,3.0,3.0,4.0,8.0,8.0,14.0,22.0,27.0,32.0,33.0,33.0,34.0,37.0,37.0,46.0,50.0,50.0,54.0,57.0,66.0,66.0,75.0,82.0,82.0,82.0,95.0
65,3.0,5.0,5.0,5.0,5.0,5.0,14.0,15.0,15.0,45.0,45.0,45.0,69.0,76.0,95.0,133.0,152.0,171.0,171.0,201.0,205.0,205.0,328.0,390.0,390.0,460.0,476.0,476.0,504.0,533.0
66,0.0,1.0,1.0,1.0,1.0,1.0,5.0,22.0,26.0,35.0,45.0,52.0,55.0,61.0,65.0,76.0,90.0,111.0,113.0,115.0,120.0,121.0,137.0,141.0,146.0,146.0,146.0,157.0,166.0,170.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,8.0,17.0,17.0,17.0,26.0,29.0,33.0,39.0,48.0,48.0,49.0,62.0,74.0,80.0,90.0,91.0,91.0,96.0,103.0
68,1.0,3.0,3.0,8.0,8.0,8.0,13.0,17.0,18.0,22.0,30.0,35.0,39.0,41.0,45.0,61.0,69.0,77.0,90.0,92.0,94.0,96.0,99.0,110.0,123.0,126.0,137.0,140.0,143.0,148.0
69,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,11.0,11.0,10.0,10.0,26.0,38.0,52.0,57.0,66.0,76.0,85.0,89.0,95.0,118.0,138.0,173.0,191.0,216.0,225.0,236.0,252.0
70,11.0,13.0,13.0,21.0,21.0,21.0,27.0,34.0,39.0,42.0,52.0,52.0,60.0,72.0,88.0,114.0,133.0,150.0,168.0,176.0,192.0,202.0,224.0,242.0,265.0,282.0,282.0,288.0,297.0,308.0
71,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,6.0,13.0,15.0,24.0,25.0,25.0,35.0,38.0,48.0,52.0,71.0,71.0,80.0,92.0,100.0,108.0,122.0,128.0,130.0,144.0,152.0,160.0
72,2.0,3.0,3.0,11.0,11.0,11.0,17.0,25.0,35.0,53.0,67.0,67.0,104.0,122.0,138.0,170.0,213.0,245.0,261.0,291.0,304.0,304.0,346.0,371.0,397.0,403.0,418.0,418.0,425.0,425.0
73,13.0,13.0,12.0,12.0,12.0,12.0,12.0,9.0,13.0,15.0,17.0,19.0,24.0,24.0,26.0,35.0,43.0,44.0,52.0,53.0,56.0,56.0,71.0,72.0,92.0,102.0,108.0,109.0,117.0,129.0
74,0.0,0.0,0.0,9.0,9.0,9.0,10.0,10.0,14.0,18.0,20.0,25.0,27.0,27.0,31.0,37.0,44.0,52.0,55.0,57.0,66.0,66.0,82.0,87.0,112.0,125.0,130.0,133.0,143.0,157.0
75,0.0,0.0,0.0,4.0,4.0,4.0,4.0,8.0,14.0,18.0,19.0,19.0,25.0,29.0,33.0,35.0,61.0,73.0,78.0,84.0,86.0,87.0,112.0,121.0,132.0,143.0,145.0,146.0,152.0,155.0
76,50.0,50.0,50.0,51.0,51.0,51.0,74.0,105.0,130.0,164.0,174.0,218.0,236.0,252.0,288.0,325.0,352.0,397.0,433.0,448.0,473.0,505.0,587.0,615.0,643.0,678.0,686.0,696.0,739.0,757.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,14.0,10.0,10.0,16.0,19.0,32.0,35.0,39.0,62.0,82.0,80.0,89.0,94.0,97.0,100.0,100.0,100.0,113.0,120.0,120.0,122.0
78,4.0,4.0,4.0,15.0,15.0,15.0,22.0,23.0,24.0,36.0,51.0,51.0,51.0,94.0,110.0,161.0,222.0,249.0,249.0,320.0,329.0,349.0,396.0,442.0,458.0,501.0,522.0,540.0,570.0,585.0
79,0.0,0.0,0.0,7.0,7.0,7.0,9.0,10.0,12.0,16.0,17.0,22.0,24.0,25.0,29.0,37.0,44.0,52.0,72.0,76.0,76.0,91.0,96.0,102.0,143.0,143.0,169.0,178.0,197.0,202.0
80,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,7.0,14.0,18.0,19.0,22.0,28.0,47.0,65.0,73.0,78.0,88.0,128.0,153.0,169.0,180.0,236.0,236.0,268.0,288.0,307.0,315.0
81,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,20.0,27.0,31.0,37.0,43.0,46.0,58.0,65.0,76.0,88.0,95.0,107.0,114.0,114.0,129.0,139.0,177.0,182.0,183.0,183.0,184.0,192.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,25.0,25.0,25.0,25.0,25.0,25.0,53.0,68.0,90.0,101.0,101.0,101.0,101.0,101.0,138.0,138.0,148.0,148.0,152.0,152.0
83,0.0,0.0,0.0,5.0,5.0,5.0,6.0,8.0,8.0,14.0,16.0,17.0,17.0,22.0,25.0,29.0,34.0,38.0,45.0,48.0,60.0,68.0,72.0,77.0,79.0,85.0,89.0,91.0,91.0,96.0
84,0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,8.0,8.0,10.0,11.0,11.0,13.0,15.0,19.0,20.0,24.0,26.0,33.0,39.0,39.0,48.0,52.0,60.0,60.0,60.0,60.0,64.0,65.0
85,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,9.0,19.0,30.0,33.0,34.0,49.0,56.0,64.0,73.0,77.0,90.0,104.0,112.0,112.0,134.0,166.0,183.0,198.0,202.0,202.0,220.0,241.0
86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,14.0,15.0,27.0,31.0,55.0,73.0,73.0,74.0,85.0,108.0,138.0,171.0,171.0,203.0,206.0,246.0,262.0
87,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,6.0,6.0,8.0,11.0,12.0,16.0,18.0,30.0,31.0,32.0,32.0,41.0,45.0,52.0,56.0,61.0,61.0,61.0,65.0
88,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,10.0,16.0,26.0,40.0,48.0,56.0,62.0,76.0,85.0,101.0,126.0,123.0,132.0,154.0,193.0,218.0,235.0,256.0,266.0,278.0,283.0,317.0
89,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,34.0,37.0,40.0,42.0,43.0,44.0,48.0,51.0,51.0,56.0,56.0,59.0,65.0
90,0.0,1.0,1.0,3.0,3.0,3.0,4.0,6.0,7.0,11.0,11.0,13.0,14.0,14.0,14.0,18.0,23.0,29.0,29.0,29.0,29.0,29.0,37.0,37.0,49.0,60.0,61.0,61.0,70.0,70.0
91,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,13.0,13.0,16.0,23.0,25.0,27.0,34.0,44.0,44.0,50.0,50.0,50.0,51.0,58.0,61.0,67.0,69.0,69.0,69.0,72.0
92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,11.0,12.0,14.0,21.0,21.0,28.0,36.0,42.0,51.0,61.0,61.0,61.0,69.0,73.0,91.0,91.0,99.0,106.0,111.0,114.0,119.0,124.0
93,2.0,2.0,2.0,3.0,3.0,3.0,5.0,14.0,14.0,18.0,24.0,44.0,48.0,51.0,55.0,88.0,109.0,110.0,124.0,135.0,138.0,155.0,163.0,175.0,206.0,217.0,223.0,235.0,253.0,268.0
94,0.0,0.0,0.0,1.0,1.0,1.0,4.0,7.0,12.0,24.0,28.0,32.0,38.0,38.0,42.0,46.0,71.0,72.0,77.0,93.0,98.0,121.0,136.0,147.0,153.0,153.0,161.0,162.0,186.0,202.0
95,1.0,1.0,1.0,2.0,2.0,2.0,8.0,19.0,36.0,57.0,68.0,93.0,109.0,114.0,135.0,153.0,200.0,206.0,225.0,248.0,254.0,274.0,316.0,348.0,368.0,377.0,414.0,420.0,459.0,481.0
96,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,7.0,7.0,20.0,21.0,25.0,27.0,46.0,54.0,57.0,74.0,77.0,81.0,88.0,105.0,111.0,115.0,125.0,125.0,131.0,136.0,140.0
97,5.0,6.0,6.0,12.0,12.0,12.0,19.0,21.0,23.0,35.0,37.0,49.0,51.0,53.0,67.0,80.0,93.0,100.0,102.0,120.0,128.0,128.0,142.0,167.0,176.0,188.0,190.0,194.0,201.0,207.0
98,1.0,1.0,1.0,5.0,5.0,5.0,5.0,8.0,9.0,12.0,12.0,14.0,15.0,19.0,28.0,36.0,41.0,49.0,55.0,61.0,64.0,73.0,76.0,86.0,91.0,104.0,107.0,107.0,112.0,114.0
99,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,8.0,9.0,14.0,15.0,15.0,18.0,21.0,23.0,22.0,26.0,26.0,26.0,29.0,29.0,31.0,31.0,31.0,40.0,40.0,40.0,40.0,40.0
100,5.0,6.0,6.0,6.0,6.0,6.0,15.0,32.0,47.0,58.0,61.0,108.0,136.0,158.0,171.0,189.0,212.0,238.0,271.0,282.0,297.0,312.0,331.0,359.0,380.0,405.0,409.0,418.0,427.0,435.0
101,0.0,0.0,0.0,2.0,2.0,2.0,4.0,9.0,15.0,19.0,28.0,37.0,47.0,50.0,54.0,60.0,69.0,76.0,86.0,97.0,97.0,120.0,135.0,149.0,149.0,169.0,173.0,179.0,182.0,182.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,16.0,20.0,33.0,38.0,41.0,57.0,71.0,77.0,104.0,123.0,145.0,155.0,161.0,189.0,220.0,269.0,269.0,279.0,289.0,309.0,329.0
103,62.0,65.0,65.0,146.0,146.0,146.0,187.0,321.0,321.0,591.0,591.0,591.0,1237.0,1317.0,1317.0,1564.0,1673.0,1839.0,2078.0,2296.0,2459.0,2653.0,2881.0,3048.0,3370.0,3370.0,3523.0,3676.0,3676.0,3676.0
104,14.0,14.0,14.0,32.0,32.0,32.0,66.0,115.0,133.0,187.0,219.0,246.0,266.0,266.0,338.0,398.0,437.0,437.0,538.0,562.0,604.0,633.0,729.0,730.0,833.0,833.0,833.0,873.0,901.0,957.0
105,2.0,2.0,2.0,8.0,8.0,8.0,10.0,17.0,19.0,29.0,36.0,57.0,66.0,66.0,75.0,88.0,88.0,112.0,126.0,130.0,138.0,162.0,191.0,211.0,219.0,235.0,241.0,259.0,283.0,298.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,27.0,28.0,32.0,40.0,51.0,51.0,62.0,69.0,78.0,83.0,91.0,95.0,108.0,118.0,118.0,118.0,118.0,141.0,160.0
107,2.0,2.0,2.0,5.0,5.0,5.0,5.0,17.0,18.0,18.0,18.0,18.0,18.0,35.0,43.0,43.0,43.0,69.0,80.0,87.0,87.0,87.0,119.0,131.0,138.0,146.0,146.0,146.0,146.0,179.0
108,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,10.0,10.0,20.0,22.0,25.0,32.0,35.0,43.0,50.0,53.0,56.0,56.0,68.0,74.0,79.0,94.0,102.0,102.0,107.0,110.0
109,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,27.0,30.0,33.0,57.0,72.0,99.0,125.0,152.0,184.0,212.0,239.0,290.0,343.0,373.0,406.0,419.0,421.0,468.0,501.0
110,13.0,14.0,14.0,21.0,21.0,21.0,24.0,33.0,51.0,63.0,69.0,69.0,87.0,101.0,134.0,171.0,186.0,196.0,223.0,232.0,259.0,273.0,305.0,358.0,372.0,372.0,461.0,492.0,539.0,572.0
111,1.0,1.0,1.0,2.0,2.0,2.0,6.0,11.0,18.0,24.0,40.0,48.0,60.0,69.0,82.0,95.0,95.0,144.0,144.0,144.0,174.0,204.0,240.0,250.0,298.0,323.0,323.0,353.0,353.0,398.0
